1990, 0, 1, 1990, 440296.00, 2132.01
1990, 0, 2, 1989, 429806.00, 533.00
1990, 1, 1, 1989, 432270.50, 144.00
1990, 1, 2, 1988, 439691.00, 125.00
1990, 2, 1, 1988, 442394.00, 76.00
1990, 2, 2, 1987, 427660.00, 79.00
1990, 3, 1, 1987, 430304.00, 79.00
1990, 3, 2, 1986, 421698.00, 57.00
1990, 4, 1, 1986, 424331.50, 43.00
1990, 4, 2, 1985, 406143.00, 44.00
1990, 5, 1, 1985, 408656.00, 44.00
1990, 5, 2, 1984, 404272.00, 40.00
1990, 6, 1, 1984, 406598.50, 40.00
1990, 6, 2, 1983, 408416.00, 49.00
1990, 7, 1, 1983, 410801.50, 47.00
1990, 7, 2, 1982, 419676.00, 46.00
1990, 8, 1, 1982, 422057.00, 30.00
1990, 8, 2, 1981, 419328.00, 50.00
1990, 9, 1, 1981, 421845.50, 37.00
1990, 9, 2, 1980, 422221.00, 25.00
1990, 10, 1, 1980, 424633.00, 25.00
1990, 10, 2, 1979, 398577.00, 32.00
1990, 11, 1, 1979, 401050.50, 28.00
1990, 11, 2, 1978, 393153.00, 25.00
1990, 12, 1, 1978, 395408.50, 25.00
1990, 12, 2, 1977, 390546.00, 32.00
1990, 13, 1, 1977, 392581.00, 33.00
1990, 13, 2, 1976, 385306.00, 42.00
1990, 14, 1, 1976, 387598.00, 61.00
1990, 14, 2, 1975, 373480.00, 25.00
1990, 15, 1, 1975, 375994.50, 43.00
1990, 15, 2, 1974, 383874.00, 52.00
1990, 16, 1, 1974, 386494.00, 50.00
1990, 16, 2, 1973, 393278.00, 56.00
1990, 17, 1, 1973, 395739.50, 64.00
1990, 17, 2, 1972, 439123.00, 64.00
1990, 18, 1, 1972, 442845.50, 85.00
1990, 18, 2, 1971, 498056.00, 83.00
1990, 19, 1, 1971, 502712.00, 121.00
1990, 19, 2, 1970, 528553.00, 88.00
1990, 20, 1, 1970, 533249.00, 124.00
1990, 20, 2, 1969, 582071.00, 107.00
1990, 21, 1, 1969, 585939.50, 123.00
1990, 21, 2, 1968, 617869.00, 105.00
1990, 22, 1, 1968, 621531.00, 140.00
1990, 22, 2, 1967, 641601.00, 112.00
1990, 23, 1, 1967, 644989.00, 146.00
1990, 23, 2, 1966, 664256.00, 134.00
1990, 24, 1, 1966, 667335.50, 133.00
1990, 24, 2, 1965, 668582.00, 138.00
1990, 25, 1, 1965, 671609.50, 148.00
1990, 25, 2, 1964, 684467.00, 141.00
1990, 26, 1, 1964, 687449.50, 137.00
1990, 26, 2, 1963, 681537.00, 127.00
1990, 27, 1, 1963, 684113.50, 145.00
1990, 27, 2, 1962, 662795.00, 137.00
1990, 28, 1, 1962, 665377.50, 121.00
1990, 28, 2, 1961, 657852.00, 152.00
1990, 29, 1, 1961, 660281.00, 162.00
1990, 29, 2, 1960, 638765.00, 186.00
1990, 30, 1, 1960, 641231.50, 175.00
1990, 30, 2, 1959, 621093.00, 167.00
1990, 31, 1, 1959, 623559.50, 180.00
1990, 31, 2, 1958, 589947.00, 180.00
1990, 32, 1, 1958, 592278.50, 176.00
1990, 32, 2, 1957, 582099.00, 181.00
1990, 33, 1, 1957, 584357.00, 203.00
1990, 33, 2, 1956, 571664.00, 161.00
1990, 34, 1, 1956, 573824.50, 211.00
1990, 34, 2, 1955, 558145.00, 230.00
1990, 35, 1, 1955, 560246.00, 239.00
1990, 35, 2, 1954, 556586.00, 226.00
1990, 36, 1, 1954, 558471.00, 303.00
